loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
970,0,Not Graduate,No,3432940,1749478,16,607,28138320,18061813,14171196,14941544,Rejected
971,4,Graduate,No,4973147,9630750,12,639,13729960,17945241,32514120,13310723,Rejected
972,3,Graduate,No,8673958,6277792,6,651,17470386,16936724,25954398,9906922,Approved
973,0,Not Graduate,No,9697445,28538744,6,508,15341174,12551761,28446911,2191731,Rejected
974,3,Graduate,Yes,9533640,7983679,12,504,11638536,1187834,38560655,9774164,Approved
975,1,Not Graduate,No,3085579,4696218,14,314,29507387,10287324,29828227,13180638,Rejected
976,2,Not Graduate,Yes,6112084,22321560,16,727,24750063,15729074,39397131,544015,Approved
977,0,Graduate,No,9280627,6091303,10,775,22639289,9193070,22353217,8564367,Approved
978,4,Graduate,No,7555554,5251300,20,597,25771589,2436187,14729504,9586245,Rejected
979,1,Not Graduate,No,1640352,12102333,12,856,22917063,6109176,9513398,3927810,Approved
980,3,Graduate,Yes,2077330,3362983,2,393,22006968,2339482,31712421,1429928,Rejected
981,5,Graduate,No,5282070,24784400,12,406,24650754,15801366,32110639,5141376,Rejected
982,1,Graduate,No,9143742,29292466,18,718,21707285,15582624,25580557,3856106,Approved
983,0,Graduate,No,5254379,12720267,20,577,21272292,3914988,10492819,8150453,Rejected
984,3,Not Graduate,Yes,7469056,9574874,8,427,27851750,14668540,15582266,8770917,Rejected
985,2,Not Graduate,No,4347036,3676758,20,758,21346102,6074550,12298546,6909783,Rejected
986,1,Not Graduate,No,6408087,3932733,2,337,15106552,6826491,10808074,14087108,Rejected
987,0,Not Graduate,Yes,1248278,840174,18,497,29679840,4748969,23933027,6804184,Rejected
988,4,Graduate,Yes,7235483,303811,8,656,28531679,4300321,5274704,12102552,Approved
989,5,Graduate,No,323182,18506710,4,306,6461844,12681596,31546896,9670235,Rejected
990,3,Not Graduate,No,4442895,21250763,2,855,7692387,8906242,24587076,455953,Approved
991,1,Not Graduate,No,7691818,10083130,6,631,15638745,7101445,8852500,13082740,Approved
992,1,Graduate,Yes,5417975,15297260,14,818,12358415,11709743,19131929,14282539,Approved
993,2,Not Graduate,Yes,8672714,5862637,20,493,11403546,5211749,18564498,6790694,Rejected
994,2,Not Graduate,Yes,364486,16067844,4,615,26963053,14889151,18218824,12131937,Approved
995,4,Graduate,No,4046556,12960853,18,300,1091072,15293815,7809885,11694086,Approved
996,5,Not Graduate,Yes,6459225,28208207,4,361,25415689,4751884,11848648,4500680,Rejected
997,4,Graduate,No,935062,28791997,10,642,24647530,7097379,34003319,11793463,Rejected
998,0,Graduate,Yes,927468,7145158,16,317,18141318,3596238,17707758,11039865,Rejected
999,0,Not Graduate,Yes,2264618,6356878,20,670,10656895,19857512,13081935,4367672,Approved
1000,4,Graduate,Yes,3654707,5657260,16,878,11536035,2320696,26235648,7301747,Approved
1001,5,Not Graduate,No,5072587,17407769,6,870,10205984,14666806,35205651,1821575,Approved
1002,4,Graduate,No,6484179,22640431,4,534,5714368,548576,20849166,9205000,Rejected
1003,5,Not Graduate,No,7114128,3895627,18,368,1459898,15313202,38626788,5860617,Rejected
1004,5,Not Graduate,No,2998658,1351782,6,746,27564745,13197147,22766624,4818891,Rejected
1005,3,Not Graduate,Yes,7862208,18944015,16,307,11700836,18191156,39516634,12150049,Rejected
1006,5,Graduate,No,1624241,15780246,4,761,2671846,16822307,5054342,13850697,Approved
1007,2,Graduate,Yes,1102810,25712534,6,610,4284127,18467702,24100348,1626754,Approved
1008,5,Not Graduate,No,5741543,13652684,2,433,29840056,2569240,14512912,7421760,Rejected
1009,5,Graduate,No,3914528,28395932,12,684,11421415,10676048,31000335,2587673,Rejected
1010,5,Not Graduate,Yes,5369619,1830934,14,355,9968769,496676,19111501,8584798,Rejected
1011,0,Not Graduate,Yes,6595021,22211522,8,659,9158152,11192117,31771098,12533301,Approved
1012,2,Graduate,No,7161507,11597678,2,413,6984227,18812333,15089842,4639648,Rejected
1013,2,Not Graduate,No,3895611,10516027,6,387,13971371,6196096,2571963,13351300,Rejected
1014,4,Graduate,Yes,5631159,18333314,18,437,20002265,18698438,21157762,8514045,Rejected
1015,3,Not Graduate,Yes,9634702,15291997,10,407,14196478,15875617,35259591,8493197,Rejected
1016,5,Graduate,Yes,3592389,28589969,12,799,6772778,668882,31098388,13018725,Approved
1017,1,Not Graduate,Yes,3616502,20165901,8,834,18594308,19218201,8914002,9773192,Rejected
1018,3,Not Graduate,Yes,8551870,29045521,2,443,17155034,4427752,13831951,3177301,Rejected
1019,3,Graduate,No,9342716,13513170,10,355,5220116,10678512,5796149,5796013,Approved
1020,2,Not Graduate,No,9321486,28991437,10,305,16461635,4953946,13797731,4113155,Rejected
1021,3,Not Graduate,No,6425175,20947891,10,841,15897100,19956005,6859431,950277,Approved
1022,5,Graduate,No,1201622,8585983,12,746,9013472,11228898,24085856,14066566,Approved
1023,5,Not Graduate,Yes,3446319,1919941,4,684,6537169,984378,2357478,9298132,Approved
1024,0,Graduate,Yes,1836617,4049244,2,606,28354979,616814,16020472,1816313,Approved
1025,5,Not Graduate,Yes,2666704,20374535,4,601,9758083,2571284,26300915,13850335,Approved
1026,5,Graduate,No,8950519,15308735,20,704,17901415,307957,3344397,5548791,Approved
1027,2,Not Graduate,Yes,1246251,19066681,12,861,29296248,10998873,5947879,4795111,Approved
1028,5,Not Graduate,Yes,485356,28183769,10,809,8801659,7801282,32977351,14826699,Approved
1029,0,Not Graduate,No,3203337,8568902,10,372,17311571,16193120,1534576,6492060,Approved
1030,1,Graduate,No,9757302,24802867,12,863,5951493,14305725,2727370,12214026,Approved
1031,2,Graduate,No,6763484,27458033,20,564,11411843,6747068,29491503,8709569,Rejected
1032,1,Graduate,Yes,8705089,2348753,14,526,25978499,13854799,8748815,5161537,Rejected
1033,2,Graduate,Yes,4462563,12348270,18,492,8582043,16488585,2080585,3872311,Rejected
1034,4,Not Graduate,No,3475654,14475475,14,673,20431818,13261451,8317325,2823975,Approved
1035,3,Not Graduate,No,3874777,17261045,4,309,4857499,17349458,13240136,13705272,Rejected
1036,4,Graduate,Yes,6433550,29434386,12,601,13942280,2805415,14858196,12953368,Approved
1037,5,Graduate,No,8322734,7536949,18,658,16087340,5790793,7598728,601213,Approved
1038,1,Graduate,Yes,9798821,26808532,14,351,24948637,2770993,14018658,10146239,Rejected
1039,5,Not Graduate,No,6125313,23461748,4,398,18371148,12942345,35318703,4356567,Rejected
1040,3,Graduate,No,4595102,27341537,6,892,25845048,2621277,26192083,8653565,Approved
1041,2,Graduate,No,8245021,29975431,16,312,7466210,82307,7345539,8945318,Rejected
1042,3,Not Graduate,Yes,8259562,22384148,18,689,27755734,13662592,5707285,9843279,Approved
1043,0,Not Graduate,Yes,7024125,17899978,8,656,28510975,18317610,22138382,7286007,Approved
1044,3,Graduate,No,2442019,6898161,18,310,29134662,14217831,10046451,3941717,Rejected
1045,0,Not Graduate,Yes,512051,14155062,4,380,4302304,13844257,9292178,11538270,Rejected
1046,3,Graduate,No,6370022,17431916,10,560,13730794,12758157,25926195,10428520,Rejected
1047,0,Not Graduate,No,2991004,14646239,4,305,3122721,15712040,6754770,6864239,Approved
1048,1,Graduate,Yes,6462748,8310174,2,757,28342884,1971369,36568660,561185,Approved
1049,5,Graduate,Yes,3768125,21325448,10,672,208407,7327756,23611441,6547906,Rejected
1050,5,Graduate,Yes,6856669,26526504,4,780,28398069,1286592,38138435,4579841,Approved
1051,4,Graduate,Yes,9742866,29463056,14,521,29592285,7342253,14603121,8626846,Approved
1052,5,Not Graduate,No,2642905,17728806,16,380,12207949,8320673,13264564,3872693,Rejected
1053,2,Not Graduate,Yes,9578778,1310280,4,814,20921244,18130878,15852755,7808626,Rejected
1054,3,Not Graduate,Yes,1612210,16909525,14,359,25203820,18633859,32490140,11439199,Approved
1055,4,Not Graduate,No,6225140,13478624,8,520,5798159,6244946,12306376,9873882,Rejected
1056,2,Graduate,No,6562781,16917665,2,648,21744502,1886080,12591701,12974672,Approved
1057,2,Graduate,No,3363257,13687587,6,860,13857678,16288012,15920758,11783220,Approved
1058,0,Not Graduate,No,2874986,10229439,2,527,11982213,6108529,37140413,749611,Rejected
1059,5,Not Graduate,Yes,3615814,7008801,10,589,9024904,17167108,27051770,1202602,Rejected
1060,1,Not Graduate,Yes,6236860,24970759,16,592,22985026,7371277,30362734,6120851,Approved
1061,1,Not Graduate,No,2150256,28783761,2,492,20594461,12772943,11745992,9158997,Rejected
1062,4,Not Graduate,No,3003528,19479442,18,773,23281564,14908063,8148397,11966322,Approved
1063,1,Graduate,Yes,5510825,4893485,6,556,2860524,4890266,5335553,375321,Rejected
1064,3,Graduate,Yes,4454284,18382131,10,805,25579093,10535171,30738169,2616969,Approved
1065,1,Graduate,Yes,9431822,28174584,18,687,11720038,11996294,6408504,3776704,Rejected
1066,4,Not Graduate,Yes,365301,4968073,10,697,3067748,19375592,8904657,11258510,Approved
1067,1,Not Graduate,Yes,5014974,7234855,18,665,1289497,6498384,26126718,14224645,Approved
1068,3,Not Graduate,No,9690628,14256763,20,589,12855356,4822074,33348379,11463148,Rejected
1069,0,Not Graduate,No,497180,23092062,16,608,6865319,6782025,20144207,13245079,Approved
1070,4,Graduate,No,3605914,20221517,14,577,20456149,14849262,11924387,11581485,Rejected
1071,0,Graduate,No,8365786,23405364,2,763,26751986,7170176,21420809,7996812,Approved
1072,0,Not Graduate,Yes,4377927,24051958,8,488,27932316,8065435,14928062,4969335,Rejected
1073,0,Graduate,No,5076831,28437567,18,477,5966595,3987770,24257258,11236431,Approved
1074,2,Graduate,Yes,5232403,10025127,20,827,28587913,7101813,32246948,7298016,Approved
1075,5,Not Graduate,Yes,3429065,4668798,16,674,28017855,6720948,7462114,5444045,Approved
1076,2,Not Graduate,Yes,787426,2001412,8,897,26204893,850374,15323271,7227678,Approved
1077,5,Not Graduate,Yes,3630460,16993967,2,753,22304332,19903078,33650282,3582092,Approved
1078,0,Not Graduate,Yes,1331614,16743879,20,516,25628515,7525250,2670068,5938429,Rejected
1079,4,Not Graduate,Yes,8203029,27020041,8,341,12751037,17054598,14692564,11515113,Rejected
1080,5,Not Graduate,Yes,2666507,8394682,6,493,19475858,19721224,33686136,14700319,Approved
1081,3,Graduate,No,5618673,10221576,12,626,25053961,8544487,11572063,10706043,Approved
1082,3,Graduate,Yes,976385,26604849,10,672,27344838,15964770,9344834,10223715,Approved
1083,1,Not Graduate,No,7664370,20077250,10,764,19949860,16711389,31483086,4918381,Rejected
1084,5,Graduate,No,9665027,2416400,4,462,11971765,7640743,23097430,7603755,Rejected
1085,4,Not Graduate,Yes,9595448,1269715,6,575,22601531,5933937,21906020,5218389,Rejected
1086,2,Not Graduate,Yes,9570097,7982638,12,663,7641141,19772989,20888306,10257311,Approved
1087,0,Not Graduate,No,4759512,24361566,4,779,9560607,19358013,39643514,5527647,Approved
1088,1,Not Graduate,No,6719453,19925716,8,759,29544821,3145702,38597189,1809157,Approved
1089,3,Graduate,No,7046090,7723760,4,564,23384449,6424058,35816235,10184910,Rejected
1090,2,Not Graduate,No,8807964,28134663,18,838,20898236,8092169,31834024,10114372,Approved
1091,2,Graduate,Yes,3195353,5882337,6,685,1674570,12869353,29756529,13822569,Approved
1092,0,Not Graduate,Yes,1875255,5368848,20,384,21909705,11871318,17457698,2934175,Rejected
1093,5,Not Graduate,Yes,9073208,4169617,20,615,9893083,10158795,39714237,5478984,Approved
1094,3,Not Graduate,No,2108151,23373502,12,542,18753558,13313341,10295053,3678138,Rejected
1095,4,Graduate,Yes,3489363,23029212,2,768,24808684,2551116,31319124,12894615,Approved
1096,2,Not Graduate,No,9234839,20662623,20,641,3459174,8795245,35648344,8641387,Rejected
1097,0,Not Graduate,Yes,9358430,15014920,6,476,21698409,14249008,11123925,747253,Rejected
1098,4,Not Graduate,No,2986202,16196865,16,429,19725691,12465906,23802652,5037027,Rejected
1099,5,Graduate,Yes,7913409,5405377,10,382,13519971,15182863,34019631,10747452,Rejected
1100,3,Graduate,Yes,4409229,12163986,16,659,16532735,9196616,20189996,10264387,Approved
1101,5,Graduate,No,1849379,21957206,4,387,21408245,17030003,38946263,2849292,Rejected
1102,2,Not Graduate,No,5751093,22712738,14,831,29092211,1706076,34360888,12587736,Approved
1103,4,Graduate,No,2592001,2233520,18,770,10629107,15311904,32522337,9049965,Approved
1104,4,Not Graduate,No,2516830,4338413,14,797,26879909,7966295,17680007,1613355,Approved
1105,4,Graduate,No,1433387,25215341,6,806,29820475,5153186,14821922,4747059,Approved
1106,2,Graduate,Yes,7825417,18114509,14,653,23708908,15604938,34560182,3490764,Rejected
1107,2,Not Graduate,No,8639426,26240325,16,715,10610878,5687846,9554632,5732790,Approved
1108,5,Graduate,Yes,2449119,25293250,2,350,11364550,15692620,25665146,10978909,Rejected
1109,1,Not Graduate,Yes,2651603,17781280,6,899,4135889,11284214,11899517,10696309,Approved
1110,5,Not Graduate,Yes,1697116,5906191,10,362,9485805,12904278,7300320,7560129,Rejected
1111,3,Graduate,Yes,5771944,16213052,12,388,1165597,18328,4591264,1655476,Rejected
1112,0,Not Graduate,Yes,8784036,7892515,6,489,14198596,10222511,1221351,11455058,Rejected
1113,4,Not Graduate,No,4795772,13887452,8,647,22090133,19451348,35692794,10834728,Approved
1114,1,Graduate,No,4489991,16805376,10,837,25314039,6603145,29443954,9596521,Approved
1115,0,Graduate,Yes,5941638,2710320,6,475,25529191,11086695,18370364,8033296,Rejected
1116,1,Not Graduate,Yes,6252677,12529979,8,663,15995822,1490130,27993864,11111593,Approved
1117,5,Graduate,No,4007114,14350673,10,853,12773074,16227170,2039594,3422412,Approved
1118,2,Not Graduate,No,8424767,9465337,4,782,14764168,18410042,3681117,12473427,Approved
1119,4,Not Graduate,Yes,6782123,771367,20,418,12255077,1146011,1423680,9961880,Approved
1120,5,Graduate,No,7005969,5946945,18,468,26073782,9839223,19946919,1967805,Rejected
1121,0,Graduate,No,4181048,27407834,20,446,7645496,1605953,22738807,339039,Approved
1122,0,Graduate,No,6279422,18888369,16,736,22158925,16575922,31977264,13716513,Approved
1123,0,Graduate,Yes,5836589,3597914,12,738,28359548,10768957,15080734,9958736,Approved
1124,0,Not Graduate,No,8146321,21941050,20,488,13783350,7456413,32276230,10425599,Rejected
1125,0,Not Graduate,Yes,9771226,12178863,6,459,21026729,9527025,1310701,9224268,Rejected
1126,1,Graduate,Yes,1871179,556185,4,701,11237096,13634599,21799460,10643632,Rejected
1127,5,Graduate,Yes,8684102,25114631,14,885,8902160,18933188,7715793,3726011,Approved
1128,4,Not Graduate,Yes,3428409,9578475,16,317,16908012,8506557,27743454,11699997,Rejected
1129,2,Not Graduate,Yes,8427953,1187381,20,439,20443327,7539726,13744216,4978096,Rejected
1130,2,Not Graduate,No,5098841,1247407,2,414,19958288,12300162,18741526,11509906,Rejected
1131,5,Not Graduate,Yes,8524878,19123883,12,627,22661202,19320087,2423803,13128538,Rejected
1132,5,Graduate,Yes,3214130,16886506,14,524,16260748,4283304,24476620,6564141,Rejected
1133,2,Not Graduate,Yes,7792443,16222067,18,857,13493832,8299454,13966439,13304851,Approved
1134,2,Not Graduate,No,8528736,5688658,6,738,1841888,11770159,12591726,13334313,Approved
1135,1,Graduate,No,4947492,27119904,4,849,2018912,8037934,36290325,10060417,Approved
1136,3,Not Graduate,No,2311278,26095546,10,685,7403524,13278708,19737595,190061,Approved
1137,4,Not Graduate,No,8175518,4379490,20,820,25147975,6758859,36792997,14433264,Approved
1138,0,Graduate,No,416651,1950123,2,552,4748977,9324807,23829650,12078965,Approved
1139,3,Graduate,No,8505530,18455229,12,397,25362755,10486989,24761579,9446833,Rejected
1140,5,Graduate,No,6820661,28191400,18,370,12678590,460282,26359142,9168834,Rejected
1141,2,Not Graduate,Yes,6567038,23448532,20,850,28048597,13349393,33162444,9613903,Approved
1142,3,Not Graduate,Yes,7772491,12518492,18,746,18903262,8650490,18138278,14447833,Rejected
1143,4,Graduate,No,805502,14269397,14,389,22195616,10586861,6946400,14221330,Rejected
1144,5,Graduate,Yes,2735244,24617284,14,729,12226958,5083542,4818452,4108465,Rejected
1145,0,Not Graduate,Yes,1760155,9273696,16,518,28812371,5577877,24912183,11252051,Rejected
1146,0,Graduate,No,1811589,24068169,20,406,24066691,13340818,30082708,7064893,Rejected
1147,4,Graduate,Yes,668163,18886096,4,775,3847256,16506869,1495136,13966751,Approved
1148,4,Graduate,Yes,9428420,14704035,12,753,24984232,5014141,37470399,4741316,Rejected
1149,2,Not Graduate,No,970008,1965407,10,843,9047157,3066813,33898675,13757383,Approved
1150,0,Not Graduate,Yes,4698907,24336622,10,425,28004631,9695410,21106546,10785189,Rejected
1151,5,Not Graduate,No,3200102,16760146,6,446,4572155,18894224,4052113,9852142,Approved
1152,3,Not Graduate,No,6789763,22425338,6,579,2477305,12413670,4260091,9110168,Rejected
1153,5,Not Graduate,Yes,9633262,10369127,12,323,3960851,12814658,28392637,13287490,Rejected
1154,1,Not Graduate,Yes,7886906,14046875,20,419,8278633,3385019,27035766,6997498,Rejected
1155,1,Graduate,Yes,2578772,2574427,20,596,9031127,8464782,19500762,12341815,Rejected
1156,4,Not Graduate,No,3676452,10061174,14,381,24744782,6115664,26783709,103961,Rejected
1157,2,Not Graduate,No,3597559,5109486,2,747,3959970,4840747,19815778,1183958,Approved
1158,1,Graduate,No,8937345,3468410,6,769,15072033,4761133,18909502,868717,Approved
1159,0,Not Graduate,Yes,3021562,1034814,2,722,4703445,7219612,32930401,3596662,Approved
1160,5,Not Graduate,Yes,5940592,5032206,20,844,25791428,6929791,29272361,904360,Rejected
1161,5,Graduate,No,1712185,16601725,6,323,7368023,4750815,18867141,10820361,Approved
1162,4,Graduate,Yes,8770209,25572313,10,360,23776830,5365418,25875570,4505614,Rejected
1163,3,Graduate,Yes,4462986,15397782,18,383,5439488,1384643,12594366,12335153,Rejected
1164,4,Not Graduate,No,3568737,6506377,6,524,8079231,13079150,29098556,10677652,Rejected
1165,3,Graduate,No,2744544,8016163,20,485,23563914,14721681,9144760,10724818,Rejected
1166,4,Not Graduate,Yes,9883737,2862734,20,674,17154649,11851184,38958896,9301766,Approved
1167,4,Not Graduate,No,5525910,21029770,18,371,3609954,12571506,11211410,11622834,Approved
1168,4,Not Graduate,Yes,5563240,19923381,2,373,18498966,18900393,25705036,9781220,Rejected
1169,3,Not Graduate,No,2228217,10717218,12,640,26379420,607460,24684662,11188244,Rejected
1170,3,Graduate,No,859297,8290798,18,452,7217167,893451,30328682,12343281,Rejected
1171,4,Graduate,No,7185481,10626638,10,395,14736697,11547613,17522587,434714,Rejected
1172,1,Not Graduate,Yes,5948777,6592197,20,864,29828333,2066806,33250995,551616,Approved
1173,2,Graduate,Yes,7426460,24193856,4,744,25351467,16105499,22404061,11174667,Approved
1174,2,Not Graduate,No,9751544,13900909,10,409,26676371,11410803,20156844,339013,Rejected
1175,2,Not Graduate,No,5706774,20778575,2,757,28832047,17656112,9161075,10468268,Rejected
1176,3,Not Graduate,No,9177914,16768096,18,350,11521620,7871229,27110930,11742800,Rejected
1177,3,Graduate,Yes,5437264,24732436,20,676,3439335,13725093,1021819,1624808,Approved
1178,1,Not Graduate,No,1645819,26929040,20,372,18430032,11194553,31467138,14183929,Rejected
